"Tabela 2094 - População residente por cor ou raça e religião"
"Variável - População residente (Pessoas)"
"Município";"Religião";"Ano x Cor ou raça"
"Município";"Religião";"2010"
"Município";"Religião";"Branca";"Preta";"Parda"
"4315552";"Total";"2729";"73";"624"
"4315602";"Total";"157033";"16809";"22324"
"4315701";"Total";"32612";"2433";"2486"
"4315750";"Total";"3892";"51";"341"
"4315800";"Total";"9210";"220";"835"
"4315909";"Total";"4960";"43";"703"
"4315958";"Total";"2049";"52";"422"
"4316006";"Total";"17970";"279";"1151"
"4316105";"Total";"7357";"281";"1378"
"4316204";"Total";"5050";"70";"393"
"4316303";"Total";"5059";"163";"1907"
"4316402";"Total";"30610";"2962";"5937"
"4316428";"Total";"1851";"69";"671"
"4316436";"Total";"2429";"72";"363"
"4316451";"Total";"9207";"319";"1753"
"4316477";"Total";"2487";"12";"162"
"4316501";"Total";"6284";"114";"341"
"4316600";"Total";"13516";"246";"1573"
"4316709";"Total";"7296";"236";"1246"
"4316733";"Total";"1392";"67";"183"
"4316758";"Total";"5520";"36";"141"
"4316808";"Total";"101953";"6530";"9475"
"4316907";"Total";"217942";"12986";"29366"
"4316956";"Total";"5882";"19";"139"
"4316972";"Total";"1888";"136";"297"
"4317004";"Total";"7005";"391";"751"
"4317103";"Total";"65284";"6597";"10365"
"4317202";"Total";"58860";"829";"8634"
"4317251";"Total";"1674";"18";"26"
"4317301";"Total";"25553";"2750";"2525"
"4317400";"Total";"41586";"959";"6385"
"4317509";"Total";"62315";"1416";"11778"
"4317558";"Total";"1930";"25";"179"
"4317608";"Total";"36130";"1588";"1886"
"4317707";"Total";"8003";"637";"2522"
"4317756";"Total";"1841";"10";"128"
"4317806";"Total";"11180";"258";"2429"
"4317905";"Total";"13300";"155";"914"
"4317954";"Total";"2297";"43";"118"
"4318002";"Total";"49209";"2074";"10229"
"4318051";"Total";"2727";"47";"146"
"4318101";"Total";"16832";"533";"1869"
"4318200";"Total";"15797";"1184";"3014"
"4318309";"Total";"48808";"3506";"7940"
"4318408";"Total";"18895";"1252";"1885"
"4318424";"Total";"4337";"38";"341"
"4318432";"Total";"2104";"247";"284"
"4318440";"Total";"2549";"131";"94"
"4318457";"Total";"1805";"19";"870"
"4318465";"Total";"1584";"104";"494"
"4318481";"Total";"4016";"22";"52"
"4318499";"Total";"2071";"12";"111"
"4318507";"Total";"19627";"1864";"3922"
"4318606";"Total";"5839";"127";"897"
"4318614";"Total";"2027";"9";"38"
"4318622";"Total";"2434";"133";"692"
"4318705";"Total";"184236";"10334";"18688"
"4318804";"Total";"38829";"2309";"1834"
"4318903";"Total";"27298";"635";"6267"
"4319000";"Total";"18106";"418";"1515"
"4319109";"Total";"5170";"106";"411"
"4319125";"Total";"3054";"52";"95"
"4319158";"Total";"5439";"107";"1677"
"4319208";"Total";"4198";"72";"1433"
"4319307";"Total";"5260";"205";"883"
"4319356";"Total";"3140";"73";"102"
"4319364";"Total";"1325";"44";"509"
"4319372";"Total";"2629";"57";"187"
"4319406";"Total";"14161";"300";"1851"
"4319505";"Total";"19760";"588";"1480"
"4319604";"Total";"18647";"2787";"2150"
"4319703";"Total";"3130";"67";"430"
"4319711";"Total";"2014";"64";"89"
"4319737";"Total";"1352";"48";"130"
"4319752";"Total";"1848";"11";"83"
"4319802";"Total";"6410";"261";"1761"
"4319901";"Total";"63333";"1272";"9844"
"4320008";"Total";"114013";"6240";"10445"
"4320107";"Total";"16840";"395";"3897"
"4320206";"Total";"8932";"212";"1716"
"4320230";"Total";"2415";"83";"482"
"4320263";"Total";"5138";"134";"1805"
"4320305";"Total";"4236";"59";"624"
"4320321";"Total";"2505";"77";"222"
"4320354";"Total";"4313";"310";"552"
"4320404";"Total";"12541";"469";"1137"
"4320453";"Total";"2199";"16";"66"
"4320503";"Total";"5085";"298";"827"
"4320552";"Total";"5236";"193";"320"
"4320578";"Total";"1874";"4";"241"
"4320602";"Total";"3621";"21";"189"
"4320651";"Total";"2106";"69";"271"
"4320677";"Total";"8490";"58";"1356"
"4320701";"Total";"11050";"419";"2730"
"4320800";"Total";"24139";"864";"4776"
"4320859";"Total";"3861";"55";"185"
"4320909";"Total";"16112";"428";"2631"
"4321006";"Total";"9149";"117";"1175"
"4321105";"Total";"13061";"1582";"1958"
"4321204";"Total";"47117";"2766";"4559"
"4321303";"Total";"24167";"935";"892"
"4321329";"Total";"2143";"180";"614"
"4321352";"Total";"4501";"302";"529"
"4321402";"Total";"9637";"212";"1864"
"4321436";"Total";"9048";"249";"559"
"4321451";"Total";"24731";"846";"1578"
"4321469";"Total";"2091";"2";"607"
"4321477";"Total";"5585";"122";"710"
"4321493";"Total";"2644";"66";"228"
"4321501";"Total";"31792";"666";"2009"
"4321600";"Total";"36680";"1544";"3161"
"4321626";"Total";"2216";"5";"91"
"4321634";"Total";"2838";"3";"14"
"4321667";"Total";"9738";"136";"311"
"4321709";"Total";"20182";"640";"2842"
"4321808";"Total";"20532";"199";"2945"
"4321832";"Total";"2475";"263";"160"
"4321857";"Total";"2880";"200";"893"
"4321907";"Total";"21290";"220";"2368"
"4321956";"Total";"4322";"284";"1129"
"4322004";"Total";"22632";"1186";"1915"
"4322103";"Total";"5120";"174";"554"
"4322152";"Total";"3466";"90";"815"
"4322186";"Total";"1339";"70";"114"
"4322202";"Total";"18149";"863";"3173"
"4322251";"Total";"3841";"13";"71"
"4322301";"Total";"7819";"24";"715"
"4322327";"Total";"3134";"149";"207"
"4322343";"Total";"2195";"16";"85"
"4322350";"Total";"1435";"10";"38"
"4322376";"Total";"2071";"36";"341"
"4322400";"Total";"93919";"5553";"25394"
"4322509";"Total";"44657";"2332";"13675"
"4322525";"Total";"2950";"133";"148"
"4322533";"Total";"9476";"441";"1000"
"4322541";"Total";"4729";"69";"260"
"4322558";"Total";"1752";"60";"172"
"4322608";"Total";"58742";"3241";"3780"
"4322707";"Total";"20950";"1575";"1239"
"4322806";"Total";"20224";"461";"2053"
"4322855";"Total";"1889";"24";"61"
"4322905";"Total";"4808";"14";"474"
"4323002";"Total";"179401";"27436";"30760"
"4323101";"Total";"4268";"26";"867"
"4323200";"Total";"2806";"11";"208"
"4323309";"Total";"2924";"41";"240"
"4323358";"Total";"1951";"54";"144"
"4323408";"Total";"3974";"81";"156"
"4323457";"Total";"3518";"253";"438"
"4323507";"Total";"2412";"90";"275"
"4323606";"Total";"1438";"13";"116"
"4323705";"Total";"2437";"64";"246"
"4323754";"Total";"2723";"120";"591"
"4323770";"Total";"2733";"9";"51"
"4323804";"Total";"11160";"505";"736"
"5000203";"Total";"5902";"1231";"7043"
"5000252";"Total";"2247";"259";"2040"
"5000609";"Total";"17611";"792";"8946"
"5000708";"Total";"9829";"952";"11345"
"5000807";"Total";"3428";"376";"4597"
"5000856";"Total";"4427";"440";"4248"
"5000906";"Total";"3903";"189";"3199"
"5001003";"Total";"13112";"1159";"7826"
"5001102";"Total";"15477";"2898";"20829"
"5001243";"Total";"5729";"189";"3559"
"5001508";"Total";"2848";"374";"3232"
"5001904";"Total";"8823";"1046";"9717"
"5002001";"Total";"4349";"452";"6034"
"5002100";"Total";"11907";"421";"10379"
"5002159";"Total";"2820";"640";"4215"
"5002209";"Total";"8513";"700";"10093"
"5002308";"Total";"5909";"581";"5210"
"5002407";"Total";"11586";"942";"8739"
"5002605";"Total";"5634";"586";"7293"
"5002704";"Total";"393374";"41392";"333555"
"5002803";"Total";"2604";"409";"2377"
"5002902";"Total";"11664";"1202";"7916"
"5002951";"Total";"10468";"805";"8087"
"5003108";"Total";"1806";"549";"2471"
"5003157";"Total";"5362";"480";"5428"
"5003207";"Total";"29000";"7367";"65685"
"5003256";"Total";"9838";"1019";"8560"
"5003306";"Total";"11659";"1998";"17921"
"5003454";"Total";"5626";"419";"5989"
"5003488";"Total";"3335";"336";"4709"
"5003504";"Total";"2534";"112";"1712"
"5003702";"Total";"109897";"8248";"68214"
"5003751";"Total";"4885";"352";"5912"
"5003801";"Total";"9333";"738";"8696"
"5003900";"Total";"1321";"183";"1390"
"5004007";"Total";"5122";"338";"4223"
"5004106";"Total";"4795";"128";"5317"
"5004304";"Total";"8741";"585";"5060"
"5004403";"Total";"4057";"477";"3033"
"5004502";"Total";"9964";"545";"5301"
"5004601";"Total";"7894";"681";"9876"
"5004700";"Total";"11339";"729";"9905"
"5004809";"Total";"1571";"192";"2124"
"5004908";"Total";"2426";"606";"3197"
"5005004";"Total";"10968";"658";"12560"
"5005103";"Total";"1323";"62";"2586"
"5005152";"Total";"2362";"162";"2727"
"5005202";"Total";"5566";"1289";"12579"
"5005251";"Total";"3086";"292";"2145"
"5005400";"Total";"20004";"1773";"14917"
"5005608";"Total";"7116";"1154";"11239"
"5005681";"Total";"8082";"652";"7988"
"5005707";"Total";"19524";"2205";"23944"
"5005806";"Total";"5282";"955";"6687"
"5006002";"Total";"7238";"579";"8461"
"5006200";"Total";"21444";"3175";"20081"
"5006259";"Total";"2241";"119";"2496"
"5006309";"Total";"24797";"2038";"13110"
"5006358";"Total";"3681";"236";"4014"
"5006408";"Total";"3041";"304";"4611"
"5006606";"Total";"38832";"1573";"36757"
"5006903";"Total";"5818";"257";"7764"
"5007109";"Total";"8384";"1776";"10566"
"5007208";"Total";"15079";"1006";"14260"
"5007307";"Total";"2168";"225";"2552"
"5007406";"Total";"7478";"987";"10293"
"5007505";"Total";"1989";"311";"2562"
"5007554";"Total";"3035";"350";"3799"
"5007695";"Total";"12682";"1004";"8280"
"5007703";"Total";"5595";"401";"4634"
"5007802";"Total";"2807";"326";"3109"
"5007901";"Total";"18075";"2428";"18803"
"5007935";"Total";"4536";"1071";"9123"
"5007950";"Total";"3230";"302";"3071"
"5007976";"Total";"1304";"170";"1970"
"5008008";"Total";"8076";"682";"7959"
"5008305";"Total";"46984";"6595";"46975"
"5008404";"Total";"2788";"210";"2817"
"5100102";"Total";"1201";"370";"3795"
"5100201";"Total";"8525";"1196";"10462"
"5100250";"Total";"21284";"2610";"24431"
"5100300";"Total";"6793";"1078";"7574"
"5100359";"Total";"1318";"492";"2613"
"5100409";"Total";"4803";"635";"4640"
"5100508";"Total";"1614";"916";"7469"
"5100607";"Total";"3996";"341";"3690"
"5100805";"Total";"3341";"673";"4217"
"5101001";"Total";"844";"194";"2077"
"5101209";"Total";"454";"33";"605"
"5101258";"Total";"5617";"603";"9022"
"5101308";"Total";"2760";"1467";"5865"
"5101407";"Total";"7561";"1356";"9146"
"5101605";"Total";"1192";"525";"5770"
"5101704";"Total";"9381";"2723";"18520"
"5101803";"Total";"19162";"3192";"30551"
"5101852";"Total";"1438";"205";"3547"
"5101902";"Total";"6722";"661";"6234"
"5102504";"Total";"25521";"7415";"53734"
"5102603";"Total";"2808";"429";"2924"
"5102637";"Total";"12703";"2066";"12306"
"5102678";"Total";"13798";"2145";"15365"
"5102686";"Total";"2761";"388";"1899"
"5102694";"Total";"1384";"484";"2824"
"5102702";"Total";"8166";"995";"7982"
"5102793";"Total";"4366";"500";"5985"
"5102850";"Total";"3744";"425";"3907"
"5103007";"Total";"3387";"1340";"12947"
"5103056";"Total";"5438";"600";"4793"
"5103106";"Total";"1626";"377";"3324"
"5103205";"Total";"14651";"1530";"14390"
"5103254";"Total";"9724";"2101";"14089"
"5103304";"Total";"6774";"1050";"8923"
"5103353";"Total";"7325";"1578";"15216"
"5103361";"Total";"1388";"300";"1432"
"5103379";"Total";"6062";"441";"8407"
"5103403";"Total";"180950";"56637";"303133"
"5103437";"Total";"1726";"143";"2973"
"5103452";"Total";"2524";"553";"5406"
"5103502";"Total";"7981";"1313";"10797"
"5103601";"Total";"2227";"272";"5668"
"5103700";"Total";"5037";"518";"4156"
"5103809";"Total";"1628";"236";"1912"
"5103858";"Total";"2479";"231";"1355"
"5103908";"Total";"1126";"217";"2260"
"5103957";"Total";"1711";"146";"1266"
"5104104";"Total";"15776";"1077";"15186"
"5104203";"Total";"4292";"788";"8758"
"5104500";"Total";"875";"243";"1232"
"5104526";"Total";"2853";"187";"2077"
"5104542";"Total";"2903";"232";"2128"
"5104559";"Total";"2098";"305";"2143"
"5104609";"Total";"4380";"622";"6386"
"5104807";"Total";"10568";"1292";"13492"
"5104906";"Total";"1052";"203";"6379"
"5105002";"Total";"3939";"534";"5901"
"5105101";"Total";"13900";"2245";"14763"
"5105150";"Total";"19484";"1839";"17203"
"5105176";"Total";"5349";"555";"5163"
"5105200";"Total";"3829";"653";"6798"
"5105234";"Total";"1951";"459";"2909"
"5105259";"Total";"24618";"2305";"18221"
"5105309";"Total";"468";"256";"1214"
"5105507";"Total";"4538";"2065";"7625"
"5105580";"Total";"6032";"781";"4796"
"5105606";"Total";"6580";"623";"6909"
"5105622";"Total";"11370";"1100";"12613"
"5105903";"Total";"4242";"616";"9831"
"5106000";"Total";"1450";"441";"4527"
"5106109";"Total";"1623";"1617";"8254"
"5106158";"Total";"5349";"617";"5529"
"5106174";"Total";"739";"141";"996"
"5106182";"Total";"2216";"334";"2726"
"5106190";"Total";"1554";"182";"1715"
"5106208";"Total";"1196";"736";"2585"
"5106216";"Total";"5244";"412";"6416"
"5106224";"Total";"15245";"1264";"14847"
"5106232";"Total";"5048";"1328";"11007"
"5106240";"Total";"4271";"640";"4154"
"5106257";"Total";"7250";"1234";"10744"
"5106265";"Total";"2865";"303";"4145"
"5106273";"Total";"1198";"212";"2321"
"5106281";"Total";"2416";"432";"2961"
"5106299";"Total";"4857";"661";"4973"
"5106307";"Total";"6813";"656";"11713"
"5106315";"Total";"460";"399";"1071"
"5106372";"Total";"6228";"1319";"8003"
"5106422";"Total";"9151";"2953";"17054"
"5106455";"Total";"776";"127";"1716"
"5106505";"Total";"5739";"4821";"20953"
"5106653";"Total";"1731";"263";"3374"
"5106703";"Total";"705";"36";"999"
"5106752";"Total";"18105";"2885";"19971"
"5106778";"Total";"2809";"970";"6498"
"5106802";"Total";"2486";"333";"2578"
"5106828";"Total";"3103";"293";"7330"
"5106851";"Total";"777";"191";"2586"
"5107008";"Total";"5047";"2658";"9349"
"5107040";"Total";"26871";"2136";"22307"
"5107065";"Total";"5612";"802";"5217"
"5107107";"Total";"9078";"966";"8804"
"5107156";"Total";"958";"239";"1355"
"5107180";"Total";"2318";"919";"4601"
"5107198";"Total";"959";"57";"1129"
"5107206";"Total";"1818";"264";"2932"
"5107248";"Total";"2119";"288";"1661"
"5107263";"Total";"984";"331";"1617"
"5107297";"Total";"1234";"156";"2160"
"5107305";"Total";"5828";"1186";"9961"
"5107354";"Total";"1333";"568";"2988"
"5107404";"Total";"1225";"553";"2225"
"5107578";"Total";"927";"100";"1635"
"5107602";"Total";"79110";"14076";"99054"
"5107701";"Total";"4008";"1136";"12324"
"5107743";"Total";"648";"191";"1036"
"5107750";"Total";"1300";"220";"2319"
"5107768";"Total";"1064";"151";"1237"
"5107776";"Total";"1385";"657";"4034"
"5107792";"Total";"1164";"90";"1937"
"5107800";"Total";"3064";"1860";"12786"
"5107859";"Total";"2529";"619";"6836"
"5107875";"Total";"7502";"1129";"9011"
"5107883";"Total";"386";"75";"889"
"5107909";"Total";"56876";"6149";"48287"
"5107925";"Total";"33463";"2857";"29044"
"5107941";"Total";"4340";"573";"4973"
"5107958";"Total";"34217";"6208";"40120"
"5108006";"Total";"5295";"495";"4494"
"5108055";"Total";"6534";"657";"4046"
"5108105";"Total";"755";"222";"2432"
"5108204";"Total";"1457";"169";"2422"
"5108303";"Total";"1635";"272";"1792"
"5108352";"Total";"909";"322";"1796"
"5108402";"Total";"72073";"23727";"152913"
"5108501";"Total";"5284";"456";"4465"
"5108600";"Total";"8174";"2134";"10237"
"5108808";"Total";"2465";"159";"2303"
"5108857";"Total";"891";"251";"1753"
"5108907";"Total";"2430";"639";"3394"
"5108956";"Total";"3294";"425";"4227"
"5200050";"Total";"2863";"327";"3517"
"5200100";"Total";"6093";"633";"8324"
"5200134";"Total";"7998";"1736";"10419"
"5200159";"Total";"963";"67";"1404"
"5200175";"Total";"1823";"364";"2827"
"5200209";"Total";"1097";"57";"812"
"5200258";"Total";"46801";"14063";"93776"
"5200308";"Total";"8794";"1162";"13373"
"5200506";"Total";"988";"73";"881"
"5200555";"Total";"1414";"136";"2924"
"5200605";"Total";"2369";"870";"3528"
"5200803";"Total";"2106";"779";"4991"
"5200829";"Total";"815";"186";"2414"
"5200852";"Total";"2327";"320";"2783"
"5200902";"Total";"1834";"161";"1588"
"5201108";"Total";"153261";"17619";"158306"
"5201207";"Total";"492";"56";"456"
"5201306";"Total";"9023";"684";"10233"
"5201405";"Total";"163072";"36593";"246764"
"5201454";"Total";"802";"89";"1483"
"5201504";"Total";"1665";"239";"1892"
"5201603";"Total";"1692";"133";"1916"
"5201702";"Total";"5961";"1279";"10833"
"5201801";"Total";"3637";"335";"4363"
"5202155";"Total";"2327";"594";"4495"
"5202353";"Total";"1373";"203";"1693"
"5202502";"Total";"2349";"864";"4016"
"5202601";"Total";"1493";"204";"1940"
"5202809";"Total";"1142";"86";"1130"
"5203104";"Total";"1270";"391";"1999"
"5203203";"Total";"3453";"828";"4337"
"5203302";"Total";"12533";"1156";"10591"
"5203401";"Total";"3199";"252";"4801"
"5203500";"Total";"9244";"891";"10018"
"5203559";"Total";"3239";"431";"3745"
"5203575";"Total";"1061";"393";"2020"
"5203609";"Total";"1568";"129";"1525"
"5203807";"Total";"1786";"409";"3194"
"5203906";"Total";"5400";"295";"3298"
"5203939";"Total";"1032";"78";"1383"
"5203962";"Total";"837";"131";"2331"
"5204003";"Total";"1960";"427";"4870"
"5204102";"Total";"5657";"459";"4317"
"5204201";"Total";"539";"35";"829"
"5204250";"Total";"3768";"463";"3920"
"5204300";"Total";"8760";"892";"3498"
"5204409";"Total";"6390";"803";"9232"
"5204508";"Total";"33705";"4087";"31379"
"5204557";"Total";"1657";"160";"1416"
"5204607";"Total";"1042";"239";"2056"
"5204656";"Total";"1559";"429";"1601"
"5204706";"Total";"4192";"396";"6454"
"5204805";"Total";"2953";"251";"2809"
"5204854";"Total";"2639";"578";"2883"
"5204904";"Total";"3793";"2578";"11506"
"5204953";"Total";"1391";"310";"3275"
"5205000";"Total";"4194";"221";"4407"
"5205059";"Total";"1244";"299";"2060"
"5205109";"Total";"48703";"3408";"33255"
"5205208";"Total";"1809";"107";"2611"
"5205307";"Total";"1205";"2670";"5166"
"5205406";"Total";"9697";"792";"9815"
"5205455";"Total";"3013";"256";"4164"
"5205471";"Total";"3060";"505";"3399"
"5205497";"Total";"19109";"5649";"30280"
"5205513";"Total";"5294";"1279";"10283"
"5205521";"Total";"695";"423";"2312"
"5205703";"Total";"1188";"115";"1329"
"5205802";"Total";"3703";"421";"5973"
"5205901";"Total";"4095";"435";"3551"
"5206206";"Total";"16443";"3856";"25366"
"5206305";"Total";"1589";"35";"1269"
"5206404";"Total";"4918";"1592";"9060"
"5206503";"Total";"2028";"103";"1327"
"5206602";"Total";"1938";"63";"959"
"5206701";"Total";"1061";"287";"1940"
"5206800";"Total";"1422";"59";"1258"
"5206909";"Total";"1107";"24";"912"
"5207105";"Total";"1202";"76";"1191"
"5207253";"Total";"2958";"453";"4332"
"5207352";"Total";"1856";"101";"1748"
"5207402";"Total";"5041";"803";"5300"
"5207501";"Total";"1200";"149";"1948"
"5207535";"Total";"2525";"590";"3763"
"5207600";"Total";"3450";"604";"2220"
"5207808";"Total";"5788";"474";"5217"
"5207907";"Total";"2627";"1563";"7550"
"5208004";"Total";"33448";"9163";"54738"
"5208103";"Total";"1736";"197";"2926"
"5208152";"Total";"1296";"98";"1808"
"5208301";"Total";"873";"268";"3771"
"5208400";"Total";"4879";"285";"5290"
"5208509";"Total";"3247";"229";"1752"
"5208608";"Total";"22202";"3862";"32696"
"5208707";"Total";"621562";"73821";"582663"
"5208806";"Total";"12672";"2335";"18317"
"5208905";"Total";"9006";"2718";"12347"
"5209101";"Total";"18235";"1543";"12479"
"5209150";"Total";"1962";"210";"2759"
"5209200";"Total";"5111";"581";"8099"
"5209291";"Total";"803";"41";"1499"
"5209408";"Total";"1215";"276";"2719"
"5209457";"Total";"731";"128";"1419"
"5209606";"Total";"1378";"238";"1880"
"5209705";"Total";"7969";"1032";"8000"
"5209804";"Total";"1722";"132";"2124"
"5209903";"Total";"2680";"1004";"8580"
"5209937";"Total";"2075";"285";"3226"
"5209952";"Total";"5815";"410";"7320"
"5210000";"Total";"23085";"2013";"22547"
"5210109";"Total";"11604";"1688";"11292"
"5210158";"Total";"1346";"101";"1364"
"5210208";"Total";"14399";"1246";"14953"
"5210307";"Total";"1018";"92";"1773"
"5210406";"Total";"15433";"1581";"17594"
"5210562";"Total";"1893";"129";"2476"
"5210604";"Total";"1478";"260";"3659"
"5210802";"Total";"2808";"359";"1828"
"5210901";"Total";"7168";"925";"9786"
"5211008";"Total";"2864";"438";"4425"
"5211206";"Total";"13759";"819";"11237"
"5211305";"Total";"3148";"352";"2763"
"5211404";"Total";"4257";"215";"4025"
"5211503";"Total";"49282";"6167";"36095"
"5211602";"Total";"1345";"233";"1085"
"5211701";"Total";"2505";"151";"3499"
"5211800";"Total";"16077";"1608";"23303"
"5211909";"Total";"38610";"6723";"41570"
"5212006";"Total";"1293";"165";"1513"
"5212055";"Total";"629";"56";"1608"
"5212105";"Total";"3557";"397";"3110"
"5212204";"Total";"8469";"1176";"9091"
"5212253";"Total";"594";"96";"546"
"5212303";"Total";"3441";"478";"3637"
"5212501";"Total";"60011";"13858";"96883"
"5212600";"Total";"1519";"109";"697"
"5212709";"Total";"1762";"199";"4825"
"5212808";"Total";"3735";"455";"6294"
"5212907";"Total";"1101";"46";"859"
"5212956";"Total";"1633";"472";"2217"
"5213004";"Total";"4358";"909";"6086"
